"","X","Case.No.","Claimant.s.","Respondent.s.","Status","claimants","outcome","registered","bit","instrument","claim_id","reg_year","out_year","bit_claim","nafta_claim","other_claim","claimants_nat","resp_state_comp","respondents_nat","host","source"
"85",104,"ARB/13/12","Lieven J. van Riet, Chantal C. van Riet and Christopher van Riet","Republic of Croatia","Pending","Chantal C. van Riet (Belgian), Christopher van Riet (Belgian), Lieven J. van Riet (Belgian)","","June 21, 2013","BIT Croatia - Belgium-Luxembourg 2001","",435,2013,NA,1,0,0,"Belgian",0,"Republic of Croatia","HRV","BEL"
"86",105,"ARB/13/11","Valores Mundiales, S.L. and Consorcio Andino S.L.","Bolivarian Republic of Venezuela","Pending","Consorcio Andino,  S.L. (Spanish), Valores Mundiales,  S.L. (Spanish)","","June 6, 2013","BIT Spain - Venezuela,  Republica Bolivariana de 1995","",434,2013,NA,1,0,0,"Spanish",0,"Bolivarian Republic of Venezuela","VEN","ESP"
"87",106,"ARB/13/10","Impresa Grassetto S. p. A., in liquidation","Republic of Slovenia","Pending","Impresa Grassetto S.p.A.,  in liquidation (Italian)","","June 4, 2013","BIT Slovenia - Italy 2000","",433,2013,NA,1,0,0,"Italian",0,"Republic of Slovenia","SVN","ITA"
"88",107,"ARB/13/9","Federal Elektrik Yatirim ve Ticaret A.S. and others","Republic of Uzbekistan","Pending","Federal Elektrik Yatirim ve Ticaret A.S. (Turkish), Asim Kayan (Turkish), Irfan Nurdogan (Turkish), Mustafa Nurdogan (Turkish)","","May 24, 2013","BIT Turkey - Uzbekistan 1992, ","ECT (Energy Charter Treaty), Investment Law - Uzbekistan (1998)",432,2013,NA,1,0,0,"Turkish",0,"Republic of Uzbekistan","UZB","TUR"
"89",108,"ARB/13/7","Joseph Houben","Republic of Burundi","Pending","Joseph Houben (Belgian)","","May 20, 2013","BIT Belgium-Luxembourg - Burundi 1989","",431,2013,NA,1,0,0,"Belgian",0,"Republic of Burundi","BDI","BEL"
"90",109,"ARB/13/8","Poštová banka, a.s. and ISTROKAPITAL SE","Hellenic Republic","Concluded","ISTROKAPITAL SE (Cypriot), Poštová banka,  a.s. (Slovak)","Award rendered by the Tribunal on April 9, 2015.","May 20, 2013","BIT Greece - Czech Republic 1991, BIT Cyprus - Greece 1992","",430,2013,2015,1,0,0,"Slovak",0,"Hellenic Republic","GRC","SVK"
"91",110,"ARB/13/6","Vladislav Kim and others","Republic of Uzbekistan","Pending","Pavel Borissov (Kazakhstani), Aibar Burkitbayev (Kazakhstani), Almas Chukin (Kazakhstani), Lyazzat Daurenbekova (Kazakhstani), Adal Issabekov (Kazakhstani), Damir Karassayev (Kazakhstani), Aidan Karibzhanov (Kazakhstani), Vladislav Kim (Kazakhstani), Aigul Nurmakhanova (Kazakhstani), Kairat Omarov (Kazakhstani), Nikolay Varenko (Kazakhstani), Gulzhamash Zaitbekova (Kazakhstani)","","April 24, 2013","BIT Uzbekistan - Kazakhstan 1997","",429,2013,NA,1,0,0,"Kazakhstani",0,"Republic of Uzbekistan","UZB","KAZ"
"92",111,"ARB(AF)/13/1","Consolidated Exploration Holdings Ltd. and others","Kyrgyz Republic","Pending","Pavel Borissov (Kazakhstani), Aibar Burkitbayev (Kazakhstani), Almas Chukin (Kazakhstani), Consolidated Exploration Holdings Ltd. (Seychelles), Lyazzat Daurenbekova (Kazakhstani), Adal Issabekov (Kazakhstani), Damir Karassayev (Kazakhstani), Aidan Karibzhanov (Kazakhstani), Vladislav Kim (Kazakhstani), Aigoul Nourmakhanova (Kazakhstani), Kairat Omarov (Kazakhstani), Michael Sauer (Danish), Nikolay Varenko (Kazakhstani), Gulzhamash Zaitbekova (Kazakhstani)","","April 23, 2013","BIT Kyrgyz Republic - Kazakhstan 1997, ","Investment Law - Kyrgyz Republic (2003), Moscow Convention (The Convention for the Protection of Investors’ Rights)",428,2013,NA,1,0,0,"Kazakhstani",0,"Kyrgyz Republic","KGZ","KAZ"
"93",111,"ARB(AF)/13/1","Consolidated Exploration Holdings Ltd. and others","Kyrgyz Republic","Pending","Pavel Borissov (Kazakhstani), Aibar Burkitbayev (Kazakhstani), Almas Chukin (Kazakhstani), Consolidated Exploration Holdings Ltd. (Seychelles), Lyazzat Daurenbekova (Kazakhstani), Adal Issabekov (Kazakhstani), Damir Karassayev (Kazakhstani), Aidan Karibzhanov (Kazakhstani), Vladislav Kim (Kazakhstani), Aigoul Nourmakhanova (Kazakhstani), Kairat Omarov (Kazakhstani), Michael Sauer (Danish), Nikolay Varenko (Kazakhstani), Gulzhamash Zaitbekova (Kazakhstani)","","April 23, 2013","BIT Kyrgyz Republic - Kazakhstan 1997, ","Investment Law - Kyrgyz Republic (2003), Moscow Convention (The Convention for the Protection of Investors’ Rights)",428,2013,NA,1,0,0,"Seychelles",0,"Kyrgyz Republic","KGZ","SYC"
"94",111,"ARB(AF)/13/1","Consolidated Exploration Holdings Ltd. and others","Kyrgyz Republic","Pending","Pavel Borissov (Kazakhstani), Aibar Burkitbayev (Kazakhstani), Almas Chukin (Kazakhstani), Consolidated Exploration Holdings Ltd. (Seychelles), Lyazzat Daurenbekova (Kazakhstani), Adal Issabekov (Kazakhstani), Damir Karassayev (Kazakhstani), Aidan Karibzhanov (Kazakhstani), Vladislav Kim (Kazakhstani), Aigoul Nourmakhanova (Kazakhstani), Kairat Omarov (Kazakhstani), Michael Sauer (Danish), Nikolay Varenko (Kazakhstani), Gulzhamash Zaitbekova (Kazakhstani)","","April 23, 2013","BIT Kyrgyz Republic - Kazakhstan 1997, ","Investment Law - Kyrgyz Republic (2003), Moscow Convention (The Convention for the Protection of Investors’ Rights)",428,2013,NA,1,0,0,"Danish",0,"Kyrgyz Republic","KGZ","DNK"
"95",112,"ARB/13/4","Ossama Al Sharif","Arab Republic of Egypt","Concluded","Ossama Al Sharif (Jordanian)","Order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1) issued on May 27, 2015.","March 13, 2013","BIT Egypt,  Arab Republic of - Jordan 1996","",427,2013,2015,1,0,0,"Jordanian",0,"Arab Republic of Egypt","EGY","JOR"
"96",113,"ARB/13/5","Ossama Al Sharif","Arab Republic of Egypt","Concluded","Ossama Al Sharif  (Jordanian)","Order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1) issued by the Tribunal on June 3, 2015.","March 13, 2013","BIT Egypt,  Arab Republic of - Jordan 1996","",426,2013,2015,1,0,0,"Jordanian",0,"Arab Republic of Egypt","EGY","JOR"
"97",114,"ARB/13/3","Ossama Al Sharif","Arab Republic of Egypt","Concluded","Ossama Al Sharif  (Jordanian)","Order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1) issued by the Tribunal on June 2, 2015.","March 13, 2013","BIT Egypt,  Arab Republic of - Jordan 1996","",425,2013,2015,1,0,0,"Jordanian",0,"Arab Republic of Egypt","EGY","JOR"
"98",115,"ARB/13/2","Cervin Investissements S.A. and Rhone Investissements S.A.","Republic of Costa Rica","Pending","Cervin Investissements S.A. (Swiss), Rhone Investissements S.A. (Swiss)","","March 11, 2013","BIT Switzerland - Costa Rica 2000","",424,2013,NA,1,0,0,"Switzerland",0,"Republic of Costa Rica","CRI","CHE"
"99",116,"ARB/13/1","Karkey Karadeniz Elektrik Uretim A.S.","Islamic Republic of Pakistan","Pending","Karkey Karadeniz Elektrik Uretim A.S. (Turkish)","","February 8, 2013","BIT Turkey - Pakistan 1995","",423,2013,NA,1,0,0,"Turkish",0,"Islamic Republic of Pakistan","PAK","TUR"
"100",117,"ARB/12/40%20and%2012/14","Churchill Mining and Planet Mining Pty Ltd, formerly ARB/12/40","Republic of Indonesia","Pending","Churchill Mining (British), Planet Mining Pty Ltd (Australian)","","December 26, 2012","BIT Indonesia - United Kingdom of Great Britain and Northern Ireland 1976, BIT Australia - Indonesia 1992","",422,2012,NA,1,0,0,"British",0,"Republic of Indonesia","IDN","GBR"
"101",117,"ARB/12/40%20and%2012/14","Churchill Mining and Planet Mining Pty Ltd, formerly ARB/12/40","Republic of Indonesia","Pending","Churchill Mining (British), Planet Mining Pty Ltd (Australian)","","December 26, 2012","BIT Indonesia - United Kingdom of Great Britain and Northern Ireland 1976, BIT Australia - Indonesia 1992","",422,2012,NA,1,0,0,"Australian",0,"Republic of Indonesia","IDN","AUS"
"102",118,"ARB/12/39","Georg Gavrilovic and Gavrilovic d.o.o.","Republic of Croatia","Pending","Georg Gavrilovic (Austrian), Gavrilovic d.o.o. (Croatian)","","December 21, 2012","","",421,2012,NA,0,0,1,"Austrian",0,"Republic of Croatia","HRV","AUT"
"103",119,"ARB/12/38","Repsol, S.A. and Repsol Butano, S.A.","Argentine Republic","Concluded","Repsol Butano,  S.A. (Spanish), Repsol,  S.A. (Spanish)","The Tribunal issues an order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 44 on May 19, 2014.","December 18, 2012","BIT Spain - Argentina 1991","",420,2012,2014,1,0,0,"Spanish",0,"Argentine Republic","ARG","ESP"
"104",120,"ARB/12/37","LSF-KEB Holdings SCA and others","Republic of Korea","Pending","HL Holdings SCA (Belgian), Kukdong Holdings I SCA (Belgian), Kukdong Holdings II SCA (Belgian), Lone Star Capital Investments S.ár.l. (Luxembourg), Lone Star Capital Management SPRL (Belgian), LSF-KEB Holdings SCA (Belgian), LSF SLF Holdings SCA (Belgian), Star Holdings SCA (Belgian)","","December 10, 2012","BIT Korea,  Republic of - Belgium-Luxembourg 1974","",419,2012,NA,1,0,0,"Belgian",0,"Republic of Korea","KOR","BEL"
"105",120,"ARB/12/37","LSF-KEB Holdings SCA and others","Republic of Korea","Pending","HL Holdings SCA (Belgian), Kukdong Holdings I SCA (Belgian), Kukdong Holdings II SCA (Belgian), Lone Star Capital Investments S.ár.l. (Luxembourg), Lone Star Capital Management SPRL (Belgian), LSF-KEB Holdings SCA (Belgian), LSF SLF Holdings SCA (Belgian), Star Holdings SCA (Belgian)","","December 10, 2012","BIT Korea,  Republic of - Belgium-Luxembourg 1974","",419,2012,NA,1,0,0,"Luxembourg",0,"Republic of Korea","KOR","LUX"
"106",122,"ARB/12/36","Société Civile Immobilière de Gaëta","Republic of Guinea","Pending","Société Civile Immobilière de Gaëta (French)","","November 28, 2012","","Investment Law - Guinea (1987)",417,2012,NA,0,0,1,"French",0,"Republic of Guinea","GIN","FRA"
"107",123,"ARB(AF)/12/7","Mobile TeleSystems OJSC","Republic of Uzbekistan","Concluded","Mobile TeleSystems OJSC (Russian)","Order taking note of the discontinuance issued by the Tribunal on November 14, 2014, pursuant to Article 49(1) of the Arbitration (Additional Facility) Rules.","November 15, 2012","","Investment Law - Uzbekistan (1998)",416,2012,2014,0,0,1,"Russian",0,"Republic of Uzbekistan","UZB","RUS"
"108",124,"ARB/12/35","Orascom TMT Investments S.à r.l.","People's Democratic Republic of Algeria","Pending","Orascom TMT Investments S.à r.l. (Luxembourg), Weather Investments II S.à r.l. (Luxembourg)","","November 15, 2012","BIT Belgium-Luxembourg - Algeria 1991","",415,2012,NA,1,0,0,"Luxembourg",0,"People's Democratic Republic of Algeria","DZA","LUX"
"109",125,"ARB/12/34","Tullow Uganda Operations PTY LTD","Republic of Uganda","Pending","Tullow Uganda Operations PTY LTD (Australian)","","October 31, 2012","","Contract",414,2012,NA,0,0,1,"Australian",0,"Republic of Uganda","UGA","AUS"
"110",126,"ARB/12/33","UAB E energija (Lithuania)","Republic of Latvia","Pending","UAB E energija (Lithuania) (Lithuanian)","","October 15, 2012","BIT Latvia - Lithuania 1996","",413,2012,NA,1,0,0,"Lithuania",0,"Republic of Latvia","LVA","LTU"
"111",127,"ARB/12/32","Gelsenwasser AG","People's Democratic Republic of Algeria","Concluded","Gelsenwasser AG (German)","Order taking note of the discontinuance of the proceeding issued by the Secretary-General pursuant to ICSID Arbitration Rule 43(1) on February 27, 2015.","October 9, 2012","BIT Algeria - Germany 1996","",412,2012,2015,1,0,0,"German",0,"People's Democratic Republic of Algeria","DZA","DEU"
"112",129,"ARB/12/30","Lundin Tunisia B. V.","Republic of Tunisia","Pending","Lundin Tunisia B.V. (Dutch)","","October 2, 2012","","Contract",410,2012,NA,0,0,1,"Dutch",0,"Republic of Tunisia","TUN","NLD"
"113",130,"ARB/12/29","Ping An Life Insurance Company of China, Limited and Ping An Insurance (Group) Company of China, Limited","Kingdom of Belgium","Concluded","Ping An Insurance (Group) Company of China,  Limited (Chinese), Ping An Life Insurance Company of China,  Limited (Chinese)","Award rendered by the Tribunal on April 30, 2015.","September 19, 2012","BIT China - Belgium-Luxembourg 1984, BIT China - Belgium-Luxembourg 2005","",409,2012,2015,1,0,0,"Chinese",0,"Kingdom of Belgium","BEL","CHN"
"114",133,"ARB/12/27","Bidzina Ivanishvili","Georgia","Concluded","Bidzina Ivanishvili (French)","The Secretary-General issues a procedural order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 44 on December 10, 2012.","September 10, 2012","BIT France - Georgia 1997","",406,2012,2012,1,0,0,"French",0,"Georgia","GEO","FRA"
"115",135,"ARB/12/25","Marco Gavazzi and Stefano Gavazzi","Romania","Pending","Marco Gavazzi (Italian), Stefano Gavazzi  (Italian)","","August 27, 2012","BIT Italy - Romania 1990","",404,2012,NA,1,0,0,"Italian",0,"Romania","ROM","ITA"
"116",137,"ARB/12/23","Tenaris S.A. and Talta - Trading e Marketing Sociedade Unipessoal Lda.","Bolivarian Republic of Venezuela","Pending","Talta - Trading e Marketing Sociedade Unipessoal Lda. (Portuguese), Tenaris S.A. (Luxembourg)","","August 21, 2012","BIT Venezuela,  Republica Bolivariana de - Belgium-Luxembourg 1998, BIT Venezuela,  Republica Bolivariana de - Portugal 1994","",402,2012,NA,1,0,0,"Portuguese",0,"Bolivarian Republic of Venezuela","VEN","PRT"
"117",137,"ARB/12/23","Tenaris S.A. and Talta - Trading e Marketing Sociedade Unipessoal Lda.","Bolivarian Republic of Venezuela","Pending","Talta - Trading e Marketing Sociedade Unipessoal Lda. (Portuguese), Tenaris S.A. (Luxembourg)","","August 21, 2012","BIT Venezuela,  Republica Bolivariana de - Belgium-Luxembourg 1998, BIT Venezuela,  Republica Bolivariana de - Portugal 1994","",402,2012,NA,1,0,0,"Luxembourg",0,"Bolivarian Republic of Venezuela","VEN","LUX"
"118",138,"ARB/12/22","Venoklim Holding B.V.","Bolivarian Republic of Venezuela","Concluded","Venoklim Holding B.V. (Dutch)","Award rendered by the Tribunal on April 3, 2015; attached to the award is a concurring and dissenting opinion by arbitrator Enrique Gomez Pinzón.","August 15, 2012","","Investment Law - Venezuela (1999)",401,2012,2015,0,0,1,"Dutch",0,"Bolivarian Republic of Venezuela","VEN","NLD"
"119",141,"ARB(AF)/12/5","Rusoro Mining Ltd.","Bolivarian Republic of Venezuela","Pending","Rusoro Mining Ltd. (Canadian)","","August 1, 2012","BIT Canada - Venezuela,  Republica Bolivariana de 1996","",398,2012,NA,1,0,0,"Canadian",0,"Bolivarian Republic of Venezuela","VEN","CAN"
"120",142,"ARB/12/19","Ternium S.A. and Consorcio Siderurgia Amazonia S.L.","Bolivarian Republic of Venezuela","Concluded","Consorcio Siderurgia Amazonia S.L. (Spanish), Ternium S.A. (Luxembourg)","The Secretary-General issues a procedural order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 44 on November 29, 2012.","August 1, 2012","BIT Venezuela,  Republica Bolivariana de - Belgium-Luxembourg 1998, BIT Spain - Venezuela,  Republica Bolivariana de 1995","",397,2012,2012,1,0,0,"Spanish",0,"Bolivarian Republic of Venezuela","VEN","ESP"
"121",142,"ARB/12/19","Ternium S.A. and Consorcio Siderurgia Amazonia S.L.","Bolivarian Republic of Venezuela","Concluded","Consorcio Siderurgia Amazonia S.L. (Spanish), Ternium S.A. (Luxembourg)","The Secretary-General issues a procedural order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 44 on November 29, 2012.","August 1, 2012","BIT Venezuela,  Republica Bolivariana de - Belgium-Luxembourg 1998, BIT Spain - Venezuela,  Republica Bolivariana de 1995","",397,2012,2012,1,0,0,"Luxembourg",0,"Bolivarian Republic of Venezuela","VEN","LUX"
"122",143,"ARB/12/18","Valle Verde Sociedad Financiera S.L.","Bolivarian Republic of Venezuela","Pending","Valle Verde Sociedad Financiera S.L.  (Spanish)","","July 25, 2012","BIT Spain - Venezuela,  Republica Bolivariana de 1995","",396,2012,NA,1,0,0,"Spanish",0,"Bolivarian Republic of Venezuela","VEN","ESP"
"123",145,"ARB/12/16","Novera AD, Novera Properties B.V. and Novera Properties N.V.","Republic of Bulgaria","Pending","Novera AD (Bulgarian), Novera Properties B.V. (Dutch), Novera Properties N.V. (Dutch)","","July 3, 2012","BIT Netherlands - Bulgaria 1999","",394,2012,NA,1,0,0,"Dutch",0,"Republic of Bulgaria","BGR","NLD"
"124",147,"ARB/12/15","Veolia Propreté","Arab Republic of Egypt","Pending","Veolia Propreté (French)","","June 25, 2012","BIT France - Egypt,  Arab Republic of 1974","",392,2012,NA,1,0,0,"French",0,"Arab Republic of Egypt","EGY","FRA"
"125",148,"ARB/12/14%20and%2012/40","Churchill Mining and Planet Mining Pty Ltd, formerly ARB/12/14","Republic of Indonesia","Pending","Churchill Mining (British), Planet Mining Pty Ltd (Australian)","","June 22, 2012","BIT Indonesia - United Kingdom of Great Britain and Northern Ireland 1976, BIT Australia - Indonesia 1992","",391,2012,NA,1,0,0,"British",0,"Republic of Indonesia","IDN","GBR"
"126",148,"ARB/12/14%20and%2012/40","Churchill Mining and Planet Mining Pty Ltd, formerly ARB/12/14","Republic of Indonesia","Pending","Churchill Mining (British), Planet Mining Pty Ltd (Australian)","","June 22, 2012","BIT Indonesia - United Kingdom of Great Britain and Northern Ireland 1976, BIT Australia - Indonesia 1992","",391,2012,NA,1,0,0,"Australian",0,"Republic of Indonesia","IDN","AUS"
"127",149,"ARB(AF)/12/4","Telefónica S.A.","United Mexican States","Pending","Telefónica S.A. (Spanish)","","June 21, 2012","BIT Spain - Mexico 2006","",390,2012,NA,1,0,0,"Spanish",0,"United Mexican States","MEX","ESP"
"128",150,"ARB/12/13","Saint-Gobain Performance Plastics Europe","Bolivarian Republic of Venezuela","Pending","Saint-Gobain Performance Plastics Europe (French)","","June 15, 2012","BIT Venezuela,  Republica Bolivariana de - France 2001","",389,2012,NA,1,0,0,"French",0,"Bolivarian Republic of Venezuela","VEN","FRA"
"129",151,"ARB/12/12","Vattenfall AB and others","Federal Republic of Germany","Pending","Vattenfall AB (Swedish), Vattenfall GMBH (German), Vattenfall Europe Nuclear Energy GmbH (German), Kernkraftwerk Brunsbüttel GmbH & Co. oHG (German), Kernkraftwerk Krümmel GmbH (German)","","May 31, 2012","","ECT (Energy Charter Treaty)",388,2012,NA,0,0,1,"Swedish",0,"Federal Republic of Germany","DEU","SWE"
"130",152,"ARB/12/11","Ampal-American Israel Corporation and others","Arab Republic of Egypt","Pending","Ampal-American Israel Corporation (U.S.), BSS-EMG Investors LLC (U.S.), David Fischer (German), EGI-Fund (08-10) Investors (U.S.), EGI Series Investors LLP (U.S.)","","May 23, 2012","BIT Egypt,  Arab Republic of - United States of America 1986, BIT Egypt,  Arab Republic of - Germany 2005","",387,2012,NA,1,0,0,"U.S.",0,"Arab Republic of Egypt","EGY","USA"
"131",152,"ARB/12/11","Ampal-American Israel Corporation and others","Arab Republic of Egypt","Pending","Ampal-American Israel Corporation (U.S.), BSS-EMG Investors LLC (U.S.), David Fischer (German), EGI-Fund (08-10) Investors (U.S.), EGI Series Investors LLP (U.S.)","","May 23, 2012","BIT Egypt,  Arab Republic of - United States of America 1986, BIT Egypt,  Arab Republic of - Germany 2005","",387,2012,NA,1,0,0,"German",0,"Arab Republic of Egypt","EGY","DEU"
